name;frameTime;pcm_fftMag_mfcc[0];pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc[13];pcm_fftMag_mfcc[14];pcm_fftMag_mfcc[15];pcm_fftMag_mfcc[16];pcm_fftMag_mfcc[17];pcm_fftMag_mfcc[18];pcm_fftMag_mfcc[19];pcm_fftMag_mfcc[20];pcm_fftMag_mfcc_de[0];pcm_fftMag_mfcc_de[1];pcm_fftMag_mfcc_de[2];pcm_fftMag_mfcc_de[3];pcm_fftMag_mfcc_de[4];pcm_fftMag_mfcc_de[5];pcm_fftMag_mfcc_de[6];pcm_fftMag_mfcc_de[7];pcm_fftMag_mfcc_de[8];pcm_fftMag_mfcc_de[9];pcm_fftMag_mfcc_de[10];pcm_fftMag_mfcc_de[11];pcm_fftMag_mfcc_de[12];pcm_fftMag_mfcc_de[13];pcm_fftMag_mfcc_de[14];pcm_fftMag_mfcc_de[15];pcm_fftMag_mfcc_de[16];pcm_fftMag_mfcc_de[17];pcm_fftMag_mfcc_de[18];pcm_fftMag_mfcc_de[19];pcm_fftMag_mfcc_de[20];pcm_fftMag_mfcc_de_de[0];pcm_fftMag_mfcc_de_de[1];pcm_fftMag_mfcc_de_de[2];pcm_fftMag_mfcc_de_de[3];pcm_fftMag_mfcc_de_de[4];pcm_fftMag_mfcc_de_de[5];pcm_fftMag_mfcc_de_de[6];pcm_fftMag_mfcc_de_de[7];pcm_fftMag_mfcc_de_de[8];pcm_fftMag_mfcc_de_de[9];pcm_fftMag_mfcc_de_de[10];pcm_fftMag_mfcc_de_de[11];pcm_fftMag_mfcc_de_de[12];pcm_fftMag_mfcc_de_de[13];pcm_fftMag_mfcc_de_de[14];pcm_fftMag_mfcc_de_de[15];pcm_fftMag_mfcc_de_de[16];pcm_fftMag_mfcc_de_de[17];pcm_fftMag_mfcc_de_de[18];pcm_fftMag_mfcc_de_de[19];pcm_fftMag_mfcc_de_de[20]
'unknown';0.100000;1.189491e+001;-8.219908e+000;2.181490e+001;-1.737652e+001;-3.031570e+001;-1.347016e+001;-1.138330e+001;1.420390e+001;-2.122149e+001;1.689041e+001;-2.439152e+001;1.345517e+001;-5.596939e+000;-1.755921e+001;1.368045e+001;-1.505955e+001;8.472355e+000;-1.318776e+001;-2.231584e+000;5.453819e+000;1.482851e+002;-3.140200e+000;-4.289990e+000;2.921052e+000;-2.116590e+000;2.580195e+000;-9.744408e-001;-5.826002e+000;1.349335e+001;-5.267186e+000;1.675862e+000;-1.503117e+001;5.802925e+000;1.378258e+000;-5.004069e+000;6.368350e+000;-2.084749e+000;4.812131e+000;-4.677664e+000;9.801930e-001;2.030809e-001;6.658244e+000;-2.711392e+000;1.611678e+000;-9.881735e-001;1.733747e+000;-6.292834e-001;-1.224460e+000;-5.411676e-001;-3.294580e+000;1.497067e+000;-1.090364e+000;2.430523e-001;-8.116035e-001;4.258887e-002;5.623606e-001;-9.957029e-001;5.099488e-001;-6.351295e-001;4.281034e-001;-2.884940e-001;-3.743303e-001;-2.647691e+000
'unknown';0.110000;3.849571e+000;-8.155994e+000;2.257677e+001;-1.705559e+001;-2.422543e+001;-8.321456e+000;-1.710051e+001;2.266302e+001;-2.624430e+001;1.645621e+001;-4.106488e+001;1.667607e+001;-3.840227e-001;-2.237294e+001;2.246527e+001;-1.477607e+001;1.180228e+001;-1.817679e+001;-1.542713e+000;4.388439e+000;1.534161e+002;-3.921075e+000;-3.372537e-001;1.876942e+000;1.245231e+000;1.749734e+000;-2.884049e+000;-4.729130e+000;6.520355e+000;-7.834312e-001;7.149647e-001;-1.078167e+001;5.508739e+000;9.557508e-001;-2.899854e+000;4.003335e+000;-1.607335e+000;2.176045e+000;-3.563826e+000;3.039533e-001;-2.702684e-001;3.676765e+000;-3.699966e-001;2.077749e+000;-1.418450e-002;1.930375e+000;-2.229594e+000;-1.789562e+000;1.706059e+000;-5.050537e+000;1.713498e+000;-4.069524e-001;4.688746e+000;-1.192228e+000;-2.737325e-001;9.862545e-001;-2.422921e+000;1.806242e+000;-1.944452e+000;1.238164e+000;-7.643585e-001;2.734524e-002;-2.267595e+000
'unknown';0.120000;2.142551e+000;-4.983811e+000;2.254770e+001;-8.685306e+000;-2.995509e+001;-9.203074e+000;-3.014828e+001;2.287654e+001;-2.005557e+001;1.685045e+001;-5.106077e+001;2.130725e+001;-4.345957e-005;-2.485093e+001;2.175651e+001;-1.815594e+001;1.636697e+001;-2.084991e+001;-2.031112e+000;2.899714e+000;1.542870e+002;-2.235667e+000;7.182786e-001;1.889648e+000;2.945543e+000;-4.165076e+000;-2.825549e+000;-1.464630e+000;5.201343e-001;1.411199e+000;-1.024630e+000;-2.052222e+000;4.748916e+000;-2.296894e-001;-3.153606e+000;-4.456890e-001;2.779473e+000;-9.989070e-001;-9.748230e-001;-8.660244e-001;5.730692e-001;1.691893e+000;7.921586e-001;9.092582e-001;1.949635e-001;7.256706e-001;-2.122490e+000;-1.814067e+000;3.732400e+000;-4.138206e+000;7.629450e-001;-1.130942e-001;6.381773e+000;-1.896240e+000;-4.262048e-001;6.811870e-001;-2.682182e+000;2.342278e+000;-2.226592e+000;1.639460e+000;-7.439516e-001;3.732544e-001;-1.494512e+000
'unknown';0.130000;2.899008e+000;-5.049805e+000;2.601889e+001;-8.001759e+000;-3.683182e+001;-1.726753e+001;-2.875407e+001;2.258613e+001;-1.583512e+001;1.640710e+001;-4.268773e+001;2.686369e+001;-3.669214e+000;-2.748344e+001;1.827909e+001;-1.393337e+001;1.054852e+001;-1.983290e+001;-1.440386e+000;3.759814e+000;1.547297e+002;-7.497366e-001;1.197272e-001;3.178437e+000;2.240352e+000;-5.464709e+000;-6.382977e+000;3.796067e+000;-1.957324e+000;1.055201e-001;4.300124e-001;5.179767e+000;1.736470e+000;-1.181560e+000;-2.863702e+000;-3.050494e+000;5.224480e+000;-3.034860e+000;4.608172e-001;-1.702110e+000;1.360954e+000;8.339691e-001;9.204925e-001;2.623202e-001;7.465196e-002;7.360907e-002;-1.243538e+000;-1.268390e+000;3.247639e+000;-1.965638e+000;-9.309502e-001;2.914756e-001;4.909785e+000;-2.512288e+000;5.039644e-001;1.058966e+000;-1.858640e+000;1.333005e+000;-9.631925e-001;1.314479e+000;-4.670473e-001;1.455504e-001;-9.884758e-001
'unknown';0.140000;1.191855e+000;-6.181609e+000;2.954208e+001;-7.175723e+000;-4.483788e+001;-2.312487e+001;-1.287967e+001;1.684302e+001;-1.937009e+001;1.179181e+001;-3.384121e+001;3.210594e+001;-5.102790e+000;-3.077199e+001;1.354510e+001;-1.583534e+000;4.104698e+000;-1.723382e+001;-6.612870e+000;8.633477e+000;1.560877e+002;-7.650765e-001;2.781115e-002;3.245122e+000;1.014202e+000;-4.425036e+000;-8.295313e+000;8.573400e+000;-2.958833e+000;-1.896937e+000;1.252867e+000;8.896973e+000;-1.792137e+000;3.158898e-001;-1.616211e+000;-3.515645e+000;6.210733e+000;-3.715375e+000;1.507313e+000;-1.736534e+000;1.253742e+000;6.070831e-001;8.011329e-001;6.385859e-001;-8.337480e-001;3.655736e-001;4.207276e-001;-7.094598e-002;1.100342e+000;-5.183921e-001;-1.173096e+000;6.046759e-001;2.345634e+000;-2.253068e+000;1.091809e+000;2.121903e+000;-8.353956e-001;-8.834106e-001;4.929627e-001;6.650909e-001;8.797906e-002;-4.419031e-001;-1.259449e+000
'unknown';0.150000;5.762362e-001;-6.958459e+000;3.497176e+001;-6.608616e+000;-4.410757e+001;-3.327544e+001;-6.754478e+000;1.589315e+001;-2.605944e+001;2.113559e+001;-2.377584e+001;1.995907e+001;-3.740449e+000;-3.373092e+001;1.131850e+001;3.060126e+000;2.759119e+000;-1.768075e+001;-7.762385e+000;8.326329e+000;1.566856e+002;-5.390794e-002;1.319581e+000;1.572464e+000;2.578947e+000;-4.337977e+000;-6.491117e+000;6.490051e+000;-1.568351e+000;-3.784114e+000;1.033594e+000;8.292654e+000;-3.782176e+000;3.202783e+000;1.626280e+000;-3.754889e+000;3.342060e+000;-1.281683e+000;1.767501e+000;-1.596028e+000;1.171473e-001;-7.232086e-001;8.509618e-001;1.077865e+000;-1.713016e+000;1.114197e+000;1.492537e+000;1.967896e+000;-1.812055e+000;5.643145e-001;-3.281867e-001;-3.908300e-001;-3.250159e-001;-9.375040e-001;7.353588e-001;2.186581e+000;-2.868220e-001;-1.965053e+000;1.185748e+000;1.460584e-001;4.690112e-001;-6.307844e-001;-2.050202e+000
'unknown';0.160000;-5.214459e-001;-3.890429e+000;3.429688e+001;-4.310865e+000;-4.844240e+001;-4.267568e+001;1.718926e+000;1.142886e+001;-2.442810e+001;2.075054e+001;-1.603185e+001;1.579887e+001;1.615023e+000;-2.980824e+001;7.658579e+000;4.400980e+000;1.684802e+000;-1.438942e+001;-7.552780e+000;6.885165e+000;1.563445e+002;1.422083e+000;3.311282e+000;-1.476106e+000;4.604114e+000;-2.624804e+000;-3.126210e+000;2.690090e+000;-2.266313e+000;-2.509463e+000;1.696959e+000;8.119505e+000;-3.757104e+000;3.037186e+000;5.210918e+000;-4.270470e+000;-6.963699e-001;5.893181e-001;1.697289e+000;-4.791699e-001;-1.014543e+000;-3.826766e+000;7.392838e-001;8.794293e-001;-1.677080e+000;1.338949e+000;3.008195e+000;3.143363e+000;-3.531092e+000;1.877988e+000;8.414397e-001;-1.456895e+000;-1.817442e+000;-1.437556e-001;-2.994068e-001;1.324076e+000;3.977654e-002;-1.786170e+000;1.081377e+000;-1.691967e-001;6.726443e-001;-3.765282e-001;-2.654402e+000
'unknown';0.170000;3.486118e+000;4.025089e-001;3.150381e+001;3.460546e+000;-5.671945e+001;-3.994770e+001;-3.603105e+000;1.745145e+001;-3.222669e+001;1.709571e+001;-1.012913e+001;1.610634e+001;8.985795e+000;-1.983391e+001;2.447904e+000;-2.153224e-001;5.350054e+000;-1.241760e+001;-8.950573e+000;5.219707e+000;1.509853e+002;2.411492e+000;3.867319e+000;-3.026031e+000;6.016379e+000;1.097857e+000;8.719486e-001;-2.322550e+000;5.179879e-001;-1.229151e+000;-1.746183e+000;3.943421e+000;-1.968567e+000;1.134586e+000;4.655641e+000;-4.107192e+000;-1.147234e+000;7.415335e-001;1.096121e+000;1.426392e-002;-6.588254e-001;-7.200114e+000;3.117023e-001;4.121169e-001;-1.037160e+000;-3.209963e-002;4.029343e+000;2.780889e+000;-3.217012e+000;2.299433e+000;1.372405e+000;-1.757959e+000;-1.953932e+000;-3.889995e-001;-8.494932e-001;2.505196e-001;7.477033e-002;-4.851940e-001;-8.566033e-002;-2.834265e-002;8.772861e-001;5.180304e-002;-2.241585e+000
'unknown';0.180000;6.847329e+000;6.694315e+000;2.389552e+001;1.081027e+001;-5.165596e+001;-3.541979e+001;-1.004903e+000;4.732306e+000;-2.883378e+001;2.229655e+001;-6.703264e-002;1.524678e+001;3.720016e+000;-1.166590e+001;-3.371953e+000;-3.427659e+000;5.755821e+000;-1.137895e+001;-8.414625e+000;5.114075e+000;1.398040e+002;1.698642e+000;3.151089e+000;-2.841030e+000;5.990233e+000;7.898023e+000;3.739972e+000;-4.675758e+000;5.387937e+000;1.032780e+000;-4.641719e+000;1.984378e+000;-3.417720e+000;-1.470459e-001;3.489491e+000;-3.140610e+000;-4.754700e-001;6.799022e-001;9.970193e-001;8.215418e-001;-2.409130e-001;-9.426473e+000;-6.581926e-003;1.653640e-001;-4.338362e-001;-1.712478e+000;3.021209e+000;1.598606e+000;-2.076622e+000;2.381211e+000;5.757769e-001;-1.179814e+000;-1.772444e+000;-1.161024e+000;-3.370108e-001;-3.582443e-001;-1.173715e-001;4.422214e-001;-1.141831e+000;1.279126e-001;8.860442e-001;1.596631e-001;-6.858934e-001
'unknown';0.190000;8.949310e+000;7.085762e+000;2.504228e+001;1.591271e+001;-3.701151e+001;-3.254365e+001;-1.700532e+001;2.183137e+001;-3.000236e+001;1.163167e+001;-1.204114e+001;1.039228e+001;8.799856e-001;-1.952388e+001;-3.702190e+000;1.238274e+000;4.431277e+000;-1.370538e+001;-7.260143e+000;5.917747e+000;1.289553e+002;1.366324e+000;3.460262e+000;-2.930874e+000;1.725389e+000;1.054733e+001;3.980239e+000;-5.912085e+000;6.101689e+000;1.306790e+000;-4.586863e+000;1.590556e+000;-5.896866e+000;5.474325e-001;3.739591e+000;-3.945967e+000;8.056401e-001;-1.755277e+000;1.975923e+000;2.140047e+000;-1.065235e-002;-9.131282e+000;-2.516464e-002;1.882083e-002;-3.886853e-001;-2.507357e+000;1.947358e-001;2.640560e-001;-4.665020e-001;1.068833e+000;6.666911e-002;3.376319e-001;-6.389357e-001;-1.130768e+000;2.447309e-001;-1.528865e-001;6.225993e-002;6.364379e-001;-1.610123e+000;1.693487e-001;6.410455e-001;-1.041090e-001;1.150500e+000
'unknown';0.200000;5.240170e+000;8.523390e+000;2.332249e+001;1.941422e+001;-1.880626e+001;-2.767785e+001;-1.495876e+001;3.617859e+001;-2.037636e+001;2.739610e-001;-5.153959e+000;1.567298e+000;4.932699e+000;-1.251580e+001;-4.969426e+000;1.296831e+000;5.543702e+000;-8.760433e+000;-4.290286e+000;5.331580e+000;1.202272e+002;1.911758e+000;4.341630e+000;-3.692865e+000;-1.812780e+000;7.756510e+000;3.312675e+000;-5.898252e+000;6.847890e+000;-8.985487e-001;-2.781773e+000;4.337177e-001;-7.598077e+000;1.645708e+000;3.877722e+000;-4.937940e+000;5.382999e-001;-3.871434e+000;1.896951e+000;2.888160e+000;-5.403139e-001;-6.290648e+000;2.282062e-001;-5.436226e-001;-2.767749e-001;-1.913339e+000;-2.718739e+000;-8.116742e-001;7.021849e-001;-6.598041e-001;1.286042e-001;1.634701e+000;-6.224198e-001;-2.016675e-001;2.598951e-001;-2.288377e-001;4.818993e-001;6.453160e-001;-1.305678e+000;-2.360336e-001;6.023345e-002;-2.522584e-001;2.377883e+000
