name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'unknown';0.640000;1.376269e+000;1.015767e+001;-5.498633e+000;4.215662e-002;1.082610e-003;5.573912e-001;-1.801714e+001;2.047068e+001;-2.074444e+000;2.997871e+001;6.088768e+001;3.936248e-002;2.255349e+000;-3.540723e+000;1.164019e+001;0;7.134046e+002;9.431895e+002;0;1.552640e+003;0;2.738857e+003;4.428957e+000
'unknown';0.650000;1.360038e+000;9.003331e+000;-4.409894e+000;3.575332e-002;5.419964e-003;4.639337e-001;-1.837248e+001;2.176582e+001;-2.691582e+000;2.995571e+001;6.095708e+001;3.690683e-002;2.054834e+000;-3.155880e+000;9.554244e+000;0;7.303599e+002;9.699288e+002;0;1.529921e+003;0;2.732375e+003;9.777727e+000
'unknown';0.660000;1.379236e+000;7.590148e+000;-3.703096e+000;3.932111e-002;2.113509e-004;4.460311e-001;-1.878816e+001;2.544929e+001;-1.559649e+000;3.236270e+001;6.102120e+001;3.526204e-002;2.439020e+000;-2.608636e+000;5.842737e+000;2.126232e+001;9.269534e+002;6.313657e+002;0;1.929790e+003;6.149274e+000;3.223951e+003;-3.081253e+000
'unknown';0.670000;1.335024e+000;7.299677e+000;-3.304459e+000;6.875734e-002;-1.884316e-003;4.330488e-001;-1.914317e+001;2.786807e+001;1.124567e+000;3.047720e+001;6.119318e+001;3.799773e-002;2.323872e+000;-2.209460e+000;-3.694273e+000;8.427524e+000;1.189090e+003;1.525172e+002;0;2.261298e+003;2.400201e+000;3.625013e+003;-6.027322e+000
'unknown';0.680000;1.292240e+000;9.479202e+000;-6.430315e+000;7.095131e-002;-3.114536e-003;4.467065e-001;-2.185495e+001;2.756286e+001;3.822955e+000;2.816242e+001;6.125191e+001;4.139303e-002;2.487621e+000;-2.002692e+000;-8.211575e+000;1.406994e+000;1.115078e+003;7.749903e+001;0;2.169441e+003;-6.800715e+001;3.434520e+003;-6.894514e+001
'unknown';0.690000;1.260494e+000;1.030665e+001;-6.746778e+000;7.124919e-002;-4.689740e-003;4.349829e-001;-2.285798e+001;2.680846e+001;5.365400e+000;2.035735e+001;0;0;0;0;0;0;9.009912e+002;3.279559e+002;-201;1.890217e+003;-1.356993e+002;3.154798e+003;-1.299520e+002
'unknown';0.700000;1.136442e+000;8.815953e+000;-4.508099e+000;5.521256e-002;-7.523155e-003;3.938877e-001;-2.108088e+001;2.627016e+001;7.324918e+000;1.885963e+001;0;0;0;0;0;0;6.581702e+002;7.251746e+002;-201;1.673200e+003;-201;2.870890e+003;-201
'unknown';0.710000;9.420323e-001;4.904665e+000;3.125237e-001;6.179465e-002;-9.157429e-003;3.045285e-001;-1.644857e+001;2.878971e+001;5.175974e+000;1.812023e+001;0;0;0;0;0;0;6.758736e+002;9.690765e+002;-201;1.645564e+003;-201;2.913753e+003;-201
'unknown';0.720000;7.016311e-001;5.996137e-001;4.525997e+000;8.202595e-002;-1.003745e-002;2.213090e-001;-1.014413e+001;2.803139e+001;3.718790e+000;2.080239e+001;0;0;0;0;0;0;8.710516e+002;1.028668e+003;-201;1.812148e+003;-201;3.038318e+003;-201
'unknown';0.730000;5.029493e-001;-1.836040e+000;8.100101e+000;8.377153e-002;-5.958458e-003;1.636561e-001;-6.181256e+000;2.473045e+001;3.958356e-001;2.187049e+001;0;0;0;0;0;0;1.099553e+003;8.519503e+002;-201;2.001566e+003;-201;3.257591e+003;-201
'unknown';0.740000;3.537424e-001;-3.005259e+000;9.688434e+000;9.062317e-002;-3.946104e-004;1.070707e-001;-2.159302e+000;1.897988e+001;-1.515301e+000;2.378325e+001;0;0;0;0;0;0;1.146177e+003;8.222287e+002;-201;2.075518e+003;-201;3.313464e+003;-201
'unknown';0.750000;2.432517e-001;-3.211419e+000;9.908758e+000;8.926442e-002;1.638377e-003;6.974297e-002;7.138228e-001;1.299550e+001;-3.251857e+000;2.228607e+001;0;0;0;0;0;0;8.729606e+002;8.848068e+002;-201;1.874768e+003;-201;3.007488e+003;-201
'unknown';0.760000;1.952777e-001;-4.100223e+000;9.103634e+000;1.058305e-001;2.256985e-003;4.248557e-002;3.352185e+000;8.606650e+000;-4.530892e+000;1.251787e+001;0;0;0;0;0;0;6.130602e+002;1.127215e+003;-201;1.586938e+003;-201;2.651161e+003;-201
'unknown';0.770000;2.048431e-001;-4.213912e+000;8.878472e+000;1.225246e-001;5.130109e-003;3.920849e-002;2.550019e+000;5.885172e+000;-5.964515e+000;1.408118e+000;0;0;0;0;0;0;5.356220e+002;1.069301e+003;-201;1.541818e+003;-201;2.586552e+003;-201
'unknown';0.780000;2.979347e-001;-4.020671e+000;8.567367e+000;1.459804e-001;3.884774e-003;6.716939e-002;1.851015e-001;5.362149e+000;-9.449093e+000;-6.042769e+000;0;0;0;0;0;0;8.833797e+002;9.025405e+002;-201;1.839167e+003;-201;3.055943e+003;-201
'unknown';0.790000;4.379622e-001;-1.794861e+000;5.705215e+000;1.491841e-001;-1.490893e-003;9.488067e-002;-4.110291e+000;1.062677e+001;-1.248550e+001;-3.598423e+000;0;0;0;0;0;0;1.152276e+003;7.940964e+002;-201;2.091210e+003;-201;3.423337e+003;-201
'unknown';0.800000;6.661525e-001;-1.007413e+000;4.674109e+000;1.476192e-001;-7.666213e-003;1.718178e-001;-6.581493e+000;1.649830e+001;-1.406265e+001;3.590482e+000;0;0;0;0;0;0;1.196736e+003;9.958638e+002;-201;2.057798e+003;-201;3.320128e+003;-201
'unknown';0.810000;8.407561e-001;-1.269126e+000;5.235937e+000;1.282665e-001;-5.230373e-003;1.884751e-001;-6.688738e+000;2.175262e+001;-1.378548e+001;1.161000e+001;0;0;0;0;0;0;1.214963e+003;9.943799e+002;-201;2.087489e+003;-201;3.413960e+003;-201
'unknown';0.820000;9.774475e-001;7.488406e-001;3.465305e+000;1.163191e-001;-4.281803e-003;2.607900e-001;-8.491729e+000;2.091414e+001;-1.105381e+001;1.341988e+001;0;0;0;0;0;0;9.595010e+002;9.571426e+002;-201;1.926758e+003;-201;3.127371e+003;-201
'unknown';0.830000;9.444153e-001;3.654560e+000;8.454813e-001;1.543490e-001;-4.841140e-003;2.343565e-001;-1.130548e+001;1.617638e+001;-1.023249e+001;9.899557e+000;0;0;0;0;0;0;6.904224e+002;8.826888e+002;-201;1.782351e+003;-201;2.990851e+003;-201
'unknown';0.840000;8.343571e-001;6.466768e+000;-2.344725e+000;1.588814e-001;-7.492311e-003;2.493842e-001;-1.355971e+001;1.113519e+001;-8.656663e+000;6.960886e+000;0;0;0;0;0;0;6.691553e+002;7.956132e+002;-201;1.766181e+003;-201;2.910331e+003;-201
'unknown';0.850000;6.512534e-001;6.635756e+000;-2.286623e+000;1.695364e-001;-4.566009e-003;1.867137e-001;-1.205383e+001;5.605805e+000;-7.081156e+000;9.921149e+000;0;0;0;0;0;0;9.249412e+002;6.594420e+002;-201;2.003683e+003;-201;3.171523e+003;-201
'unknown';0.860000;4.868532e-001;6.710413e+000;-2.379391e+000;1.237822e-001;-3.491280e-003;1.469453e-001;-7.926224e+000;1.526848e+000;-1.617992e+000;1.623666e+001;0;0;0;0;0;0;1.167324e+003;5.042738e+002;-201;2.230686e+003;-201;3.415450e+003;-201
'unknown';0.870000;3.569449e-001;6.577053e+000;-1.791622e+000;1.118853e-001;-8.095677e-006;9.848116e-002;-4.930680e+000;-1.855314e+000;2.725795e+000;1.974074e+001;0;0;0;0;0;0;1.078649e+003;5.670224e+002;-201;2.181534e+003;-201;3.220594e+003;-201
'unknown';0.880000;2.657906e-001;5.532938e+000;1.183003e+000;1.071790e-001;1.839115e-003;6.383327e-002;-1.363580e+000;-4.596662e+000;-1.068862e-001;1.699165e+001;0;0;0;0;0;0;8.539788e+002;7.254118e+002;-201;1.866171e+003;-201;2.881681e+003;-201
'unknown';0.890000;1.973913e-001;4.276124e+000;6.089750e+000;1.158930e-001;1.175539e-002;4.558969e-002;4.793226e-001;-6.167934e+000;-7.837616e+000;9.469913e+000;0;0;0;0;0;0;6.149388e+002;1.066292e+003;-201;1.520257e+003;-201;2.562531e+003;-201
'unknown';0.900000;1.527042e-001;3.118770e+000;7.630641e+000;1.420734e-001;1.736687e-002;3.098132e-002;7.819268e-001;-7.180685e+000;-1.290280e+001;1.323976e+000;0;0;0;0;0;0;3.699159e+002;1.336763e+003;-201;1.159023e+003;-201;2.223640e+003;-201
'unknown';0.910000;1.236104e-001;2.628617e+000;7.158855e+000;1.194890e-001;2.153417e-002;2.124818e-002;-7.259855e-002;-5.993236e+000;-1.026741e+001;1.360292e+000;0;0;0;0;0;0;3.351517e+002;1.477423e+003;-201;1.103652e+003;-201;2.211266e+003;-201
'unknown';0.920000;1.063576e-001;1.725590e+000;5.713155e+000;1.009750e-001;1.736935e-002;1.454021e-002;-1.902970e-001;-2.723008e+000;-9.162886e+000;6.925532e-001;0;0;0;0;0;0;2.778615e+002;1.383204e+003;-201;1.199858e+003;-201;2.281687e+003;-201
